time_europe_berlin,latitude,longitude,altitude_ft,speed_kts,speed_mph,course_deg_clockwise_from_north,vertical_rate_fpm,value_origin
01.10.2025 10:09:40,51.419147,9.393349,0,0,0,275.0,0,original
01.10.2025 10:10:10,51.41929642084942,9.393927803088804,90,15,17,254.15057915057915,0,interpolated
01.10.2025 10:10:40,51.419445841698845,9.394506606177607,180,31,36,233.3011583011583,0,interpolated
01.10.2025 10:11:10,51.41959526254826,9.39508540926641,269,46,53,212.45173745173744,0,interpolated
01.10.2025 10:11:40,51.41974468339768,9.395664212355213,359,61,70,191.6023166023166,0,interpolated
01.10.2025 10:12:10,51.419894104247106,9.396243015444016,449,76,87,170.75289575289577,0,interpolated
01.10.2025 10:12:40,51.420043525096524,9.39682181853282,539,92,106,149.9034749034749,0,interpolated
01.10.2025 10:13:10,51.42019294594595,9.397400621621621,628,107,123,129.05405405405403,0,interpolated
01.10.2025 10:13:40,51.42034236679537,9.397979424710424,718,122,140,108.20463320463321,0,interpolated
01.10.2025 10:13:59,51.420437,9.398346,775,132,152,95.0,0,original
01.10.2025 10:14:06,51.420017,9.406433,1050,141,162,94.0,0,original
01.10.2025 10:14:15,51.41954,9.415729,1300,151,174,95.0,0,original
01.10.2025 10:14:24,51.419041,9.426193,1425,161,185,94.0,0,original
01.10.2025 10:14:32,51.418621,9.436035,1425,165,190,89.0,0,original
01.10.2025 10:14:35,51.418762,9.438934,1450,162,186,84.0,0,original
01.10.2025 10:14:37,51.419182,9.441833,1475,163,188,74.0,0,original
01.10.2025 10:14:39,51.419724,9.444234,1475,164,189,65.0,0,original
01.10.2025 10:14:41,51.420532,9.446564,1450,165,190,59.0,0,original
01.10.2025 10:14:43,51.421417,9.448547,1450,166,191,52.0,0,original
01.10.2025 10:14:46,51.422626,9.45076,1425,166,191,46.0,0,original
01.10.2025 10:14:48,51.42379,9.452438,1425,167,192,38.0,0,original
01.10.2025 10:14:50,51.425278,9.454193,1425,168,193,36.0,0,original
01.10.2025 10:14:52,51.426628,9.45549,1450,168,193,28.0,0,original
01.10.2025 10:14:54,51.428307,9.456711,1425,169,194,23.0,0,original
01.10.2025 10:14:56,51.429794,9.45755,1450,169,194,18.0,0,original
01.10.2025 10:14:59,51.431332,9.45816,1425,170,196,12.0,0,original
01.10.2025 10:15:01,51.432869,9.458542,1425,171,197,7.0,0,original
01.10.2025 10:15:03,51.434967,9.458634,1425,173,199,358.0,0,original
01.10.2025 10:15:05,51.43689,9.458412,1400,174,200,352.0,0,original
01.10.2025 10:15:07,51.438171,9.457967,1400,176,203,347.0,0,original
01.10.2025 10:15:09,51.439896,9.457169,1375,178,205,341.0,0,original
01.10.2025 10:15:12,51.441433,9.456177,1375,178,205,336.0,0,original
01.10.2025 10:15:14,51.443436,9.454422,1375,178,205,330.0,0,original
01.10.2025 10:15:16,51.444786,9.452896,1400,178,205,322.0,0,original
01.10.2025 10:15:18,51.446041,9.451218,1400,178,205,317.0,0,original
01.10.2025 10:15:20,51.447392,9.448929,1400,177,204,312.0,0,original
01.10.2025 10:15:22,51.448418,9.446793,1425,177,204,306.0,0,original
01.10.2025 10:15:25,51.44944,9.444122,1425,176,203,300.0,0,original
01.10.2025 10:15:27,51.450073,9.442007,1400,177,204,292.0,0,original
01.10.2025 10:15:29,51.450699,9.439316,1400,176,203,288.0,0,original
01.10.2025 10:15:31,51.451263,9.435994,1375,177,204,284.0,0,original
01.10.2025 10:15:33,51.451538,9.43399,1375,177,204,281.0,0,original
01.10.2025 10:15:35,51.451904,9.430872,1350,177,204,279.0,0,original
01.10.2025 10:15:38,51.452133,9.428274,1350,176,203,276.0,0,original
01.10.2025 10:15:40,51.452271,9.425156,1350,176,203,274.0,0,original
01.10.2025 10:15:42,51.452316,9.422409,1350,176,203,272.0,0,original
01.10.2025 10:15:44,51.452374,9.419708,1325,176,203,271.0,0,original
01.10.2025 10:15:46,51.452454,9.417881,1325,175,201,271.0,0,original
01.10.2025 10:15:48,51.452511,9.413986,1325,174,200,271.0,0,original
01.10.2025 10:15:50,51.452606,9.411469,1300,174,200,272.0,0,original
01.10.2025 10:15:53,51.452637,9.408603,1300,174,200,272.0,0,original
01.10.2025 10:15:55,51.452728,9.406004,1300,173,199,271.0,0,original
01.10.2025 10:15:57,51.452744,9.403763,1300,172,198,271.0,0,original
01.10.2025 10:15:59,51.45282,9.400436,1325,170,196,271.0,0,original
01.10.2025 10:16:01,51.452885,9.397659,1350,169,194,271.0,0,original
01.10.2025 10:16:04,51.45293,9.395218,1375,166,191,271.0,0,original
01.10.2025 10:16:06,51.452976,9.392319,1400,164,189,271.0,0,original
01.10.2025 10:16:12,51.453026,9.384155,1425,161,185,270.0,0,original
01.10.2025 10:16:21,51.45314,9.374159,1500,156,180,271.0,0,original
01.10.2025 10:16:30,51.45335,9.364166,1475,159,183,271.0,0,original
01.10.2025 10:16:38,51.453583,9.354248,1450,158,182,272.0,0,original
01.10.2025 10:16:47,51.453815,9.344177,1425,154,177,272.0,0,original
01.10.2025 10:16:53,51.45401,9.336597,1400,154,177,271.0,0,original
01.10.2025 10:17:00,51.453918,9.329248,1350,153,176,265.0,0,original
01.10.2025 10:17:02,51.45369,9.327022,1350,152,175,261.0,0,original
01.10.2025 10:17:04,51.453445,9.32518,1350,151,174,253.0,0,original
01.10.2025 10:17:06,51.452744,9.322205,1325,151,174,247.0,0,original
01.10.2025 10:17:08,51.452141,9.320221,1300,150,173,241.0,0,original
01.10.2025 10:17:10,51.451347,9.31839,1300,148,170,235.0,0,original
01.10.2025 10:17:12,51.450512,9.316711,1275,146,168,229.0,0,original
01.10.2025 10:17:14,51.449532,9.315186,1275,145,167,222.0,0,original
01.10.2025 10:17:17,51.448463,9.313889,1275,145,167,217.0,0,original
01.10.2025 10:17:19,51.44696,9.312398,1250,144,166,210.0,0,original
01.10.2025 10:17:21,51.44577,9.311582,1250,143,165,200.0,0,original
01.10.2025 10:17:23,51.444645,9.310989,1250,142,163,194.0,0,original
01.10.2025 10:17:25,51.442829,9.310455,1225,141,162,188.0,0,original
01.10.2025 10:17:28,51.441525,9.310379,1225,141,162,182.0,0,original
01.10.2025 10:17:30,51.440094,9.310468,1200,140,161,176.0,0,original
01.10.2025 10:17:32,51.438686,9.310913,1200,140,161,167.0,0,original
01.10.2025 10:17:34,51.437199,9.3116,1175,140,161,162.0,0,original
01.10.2025 10:17:36,51.435986,9.312286,1150,139,160,158.0,0,original
01.10.2025 10:17:39,51.434822,9.313126,1150,139,160,155.0,0,original
01.10.2025 10:17:41,51.433777,9.313956,1150,139,160,152.0,0,original
01.10.2025 10:17:43,51.432308,9.315414,1150,138,159,148.0,0,original
01.10.2025 10:17:45,51.431286,9.316559,1150,137,158,145.0,0,original
01.10.2025 10:17:47,51.430252,9.317891,1150,136,157,139.0,0,original
01.10.2025 10:17:50,51.429291,9.319227,1150,136,157,136.0,0,original
01.10.2025 10:17:52,51.428238,9.320934,1150,135,155,133.0,0,original
01.10.2025 10:17:54,51.427326,9.322586,1125,136,157,130.0,0,original
01.10.2025 10:17:56,51.426498,9.324497,1100,135,155,126.0,0,original
01.10.2025 10:17:58,51.425995,9.32576,1075,133,153,119.0,0,original
01.10.2025 10:18:00,51.425278,9.328003,1050,131,151,113.0,0,original
01.10.2025 10:18:03,51.42485,9.32999,1025,128,147,106.0,0,original
01.10.2025 10:18:05,51.424442,9.332733,975,126,145,101.0,0,original
01.10.2025 10:18:07,51.424255,9.334742,950,125,144,99.0,0,original
01.10.2025 10:18:10,51.424023,9.336777,900,124,143,100.0,0,original
01.10.2025 10:18:14,51.423557,9.340668,850,121,139,100.0,0,original
01.10.2025 10:18:16,51.423431,9.341867,825,119,137,97.0,0,original
01.10.2025 10:18:19,51.423233,9.345551,775,119,137,97.0,0,original
01.10.2025 10:18:24,51.423092,9.34845,725,118,136,93.0,0,original
01.10.2025 10:18:26,51.423,9.351501,700,117,135,92.0,0,original
01.10.2025 10:18:33,51.422745,9.35716,625,117,135,95.0,0,original
