Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1765378274,2025-12-10T14:51:14Z,UNI137,"38.274654,-0.50981",2025,169,97
1765378282,2025-12-10T14:51:22Z,UNI137,"38.273739,-0.501445",2350,179,96
1765378284,2025-12-10T14:51:24Z,UNI137,"38.273808,-0.49927",2425,185,92
1765378287,2025-12-10T14:51:27Z,UNI137,"38.273968,-0.495897",2525,192,87
1765378290,2025-12-10T14:51:30Z,UNI137,"38.274532,-0.49204",2675,195,82
1765378293,2025-12-10T14:51:33Z,UNI137,"38.275047,-0.490082",2800,196,79
1765378295,2025-12-10T14:51:35Z,UNI137,"38.275967,-0.487372",2875,192,73
1765378298,2025-12-10T14:51:38Z,UNI137,"38.277042,-0.48417",2975,192,70
1765378300,2025-12-10T14:51:40Z,UNI137,"38.277863,-0.481943",3075,194,68
1765378303,2025-12-10T14:51:43Z,UNI137,"38.279125,-0.479286",3200,194,58
1765378306,2025-12-10T14:51:46Z,UNI137,"38.280285,-0.476893",3350,198,68
1765378308,2025-12-10T14:51:48Z,UNI137,"38.281868,-0.474085",3425,200,55
1765378311,2025-12-10T14:51:51Z,UNI137,"38.282955,-0.47209",3525,202,55
1765378313,2025-12-10T14:51:53Z,UNI137,"38.283985,-0.470156",3575,202,55
1765378315,2025-12-10T14:51:55Z,UNI137,"38.285412,-0.467723",3700,204,54
1765378320,2025-12-10T14:52:00Z,UNI137,"38.288418,-0.462715",3900,204,52
1765378322,2025-12-10T14:52:02Z,UNI137,"38.289585,-0.460836",4000,204,52
1765378325,2025-12-10T14:52:05Z,UNI137,"38.290951,-0.458593",4125,210,52
1765378327,2025-12-10T14:52:07Z,UNI137,"38.292549,-0.456181",4225,210,51
1765378330,2025-12-10T14:52:10Z,UNI137,"38.294792,-0.45298",4325,213,50
1765378332,2025-12-10T14:52:12Z,UNI137,"38.296101,-0.451104",4450,216,49
1765378335,2025-12-10T14:52:15Z,UNI137,"38.297676,-0.448675",4550,216,49
1765378337,2025-12-10T14:52:17Z,UNI137,"38.298874,-0.446893",4575,216,49
1765378340,2025-12-10T14:52:20Z,UNI137,"38.301216,-0.443383",4775,222,49
1765378343,2025-12-10T14:52:23Z,UNI137,"38.302879,-0.440726",4850,222,50
1765378345,2025-12-10T14:52:25Z,UNI137,"38.304131,-0.438733",4975,224,50
1765378352,2025-12-10T14:52:32Z,UNI137,"38.309151,-0.43101",5225,228,50
1765378367,2025-12-10T14:52:47Z,UNI137,"38.318214,-0.416154",5700,242,53
1765378378,2025-12-10T14:52:58Z,UNI137,"38.326408,-0.39931",6025,264,48
1765378381,2025-12-10T14:53:01Z,UNI137,"38.327797,-0.396776",6100,266,58
1765378383,2025-12-10T14:53:03Z,UNI137,"38.329647,-0.394796",6200,266,45
1765378385,2025-12-10T14:53:05Z,UNI137,"38.332104,-0.392302",6250,266,41
1765378388,2025-12-10T14:53:08Z,UNI137,"38.334885,-0.388661",6350,276,42
1765378391,2025-12-10T14:53:11Z,UNI137,"38.33749,-0.386079",6425,280,40
1765378393,2025-12-10T14:53:13Z,UNI137,"38.34029,-0.383883",6525,280,36
1765378395,2025-12-10T14:53:15Z,UNI137,"38.342331,-0.38244",6600,282,34
1765378398,2025-12-10T14:53:18Z,UNI137,"38.345226,-0.379783",6675,284,35
1765378400,2025-12-10T14:53:20Z,UNI137,"38.347603,-0.377609",6800,288,35
1765378403,2025-12-10T14:53:23Z,UNI137,"38.350357,-0.375014",6900,288,35
1765378405,2025-12-10T14:53:25Z,UNI137,"38.353043,-0.372611",7000,290,35
