time_europe_berlin,latitude,longitude,altitude_ft,speed_kts,speed_mph,course_deg_clockwise_from_north,vertical_rate_fpm,value_origin
01.10.2025 10:41:05,51.420391,9.39949,700,150,173,94,0,original
01.10.2025 10:41:11,51.420044,9.406969,975,155,178,94,0,original
01.10.2025 10:41:18,51.419693,9.415131,1200,159,183,94,0,original
01.10.2025 10:41:25,51.419319,9.42276,1375,165,190,92,0,original
01.10.2025 10:41:28,51.419357,9.426938,1425,166,191,87,0,original
01.10.2025 10:41:30,51.419632,9.429387,1425,165,190,77,0,original
01.10.2025 10:41:32,51.42009,9.431688,1450,166,191,68,0,original
01.10.2025 10:41:34,51.420776,9.433915,1450,166,191,60,0,original
01.10.2025 10:41:37,51.422012,9.436736,1450,165,190,53,0,original
01.10.2025 10:41:39,51.423019,9.438518,1450,164,189,43,0,original
01.10.2025 10:41:41,51.424164,9.440077,1475,163,188,36,0,original
01.10.2025 10:41:43,51.425838,9.441681,1475,163,188,29,0,original
01.10.2025 10:41:46,51.427094,9.4426,1475,165,190,22,0,original
01.10.2025 10:41:48,51.428833,9.443565,1450,166,191,17,0,original
01.10.2025 10:41:50,51.430538,9.444122,1425,168,193,11,0,original
01.10.2025 10:41:52,51.432076,9.444427,1400,170,196,6,0,original
01.10.2025 10:41:54,51.434143,9.444456,1375,170,196,1,0,original
01.10.2025 10:41:56,51.435699,9.444234,1375,171,197,354,0,original
01.10.2025 10:41:59,51.437302,9.443789,1350,172,198,349,0,original
01.10.2025 10:42:01,51.439133,9.443046,1325,172,198,345,0,original
01.10.2025 10:42:03,51.440643,9.442229,1325,172,198,339,0,original
01.10.2025 10:42:05,51.442108,9.44119,1325,171,197,335,0,original
01.10.2025 10:42:07,51.443481,9.439928,1350,171,197,329,0,original
01.10.2025 10:42:09,51.444973,9.4384,1350,171,197,325,0,original
01.10.2025 10:42:11,51.446365,9.436736,1350,172,198,321,0,original
01.10.2025 10:42:13,51.44751,9.435029,1350,173,199,316,0,original
01.10.2025 10:42:16,51.448837,9.432728,1350,172,198,311,0,original
01.10.2025 10:42:18,51.449799,9.430723,1350,172,198,305,0,original
01.10.2025 10:42:20,51.450577,9.428496,1350,172,198,300,0,original
