time_utc,latitude,longitude,course_deg_clockwise_from_north,speed_kts,speed_mph,altitude_ft,vertical_rate_fpm
04.11.2025 10:53:32,50.0342,8.5401,251,166,191,675,0
04.11.2025 10:53:48,50.0300,8.5217,251,165,190,1375,2438
04.11.2025 10:54:04,50.0275,8.5051,268,165,190,1975,1969
04.11.2025 10:54:20,50.0278,8.4846,273,171,197,2425,1688
04.11.2025 10:54:36,50.0290,8.4653,277,175,201,2875,1641
04.11.2025 10:54:52,50.0300,8.4440,266,179,206,3300,1078
04.11.2025 10:55:08,50.0283,8.4239,261,197,227,3450,703
04.11.2025 10:55:24,50.0255,8.3997,259,217,250,3675,984
04.11.2025 10:55:40,50.0221,8.3726,259,237,273,3975,1078
04.11.2025 10:55:56,50.0190,8.3469,260,255,293,4250,1734
04.11.2025 10:56:12,50.0153,8.3166,259,256,295,4900,2691
04.11.2025 10:56:30,50.0132,8.2850,273,252,290,5775,2647
04.11.2025 10:56:46,50.0173,8.2622,293,260,299,6400,2091
04.11.2025 10:57:03,50.0292,8.2282,311,269,310,6925,2167
04.11.2025 10:57:31,50.0551,8.1931,321,272,313,8025,2276
04.11.2025 10:58:01,50.0850,8.1548,320,276,318,9125,2000
04.11.2025 10:58:31,50.1138,8.1174,320,287,330,10025,1525
04.11.2025 10:59:01,50.1449,8.0765,320,305,351,10650,1050
04.11.2025 10:59:31,50.1804,8.0301,320,334,384,11075,825
04.11.2025 11:00:01,50.2171,7.9819,320,360,414,11475,1075
04.11.2025 11:00:31,50.2559,7.9309,320,374,430,12150,1775
04.11.2025 11:01:01,50.2953,7.8791,320,380,437,13250,1925
04.11.2025 11:01:31,50.3365,7.8247,320,394,453,14075,1900
04.11.2025 11:02:01,50.3786,7.7690,320,398,458,15150,2300
04.11.2025 11:02:31,50.4210,7.7128,320,396,456,16375,2375
04.11.2025 11:03:01,50.4629,7.6571,320,394,453,17525,2125
04.11.2025 11:03:31,50.5027,7.6039,320,395,455,18500,1795
04.11.2025 11:04:07,50.5553,7.5344,322,403,464,19500,1609
04.11.2025 11:04:26,50.5835,7.5038,327,411,473,19975,1388
04.11.2025 11:04:47,50.6173,7.4695,327,417,480,20425,1588
04.11.2025 11:05:17,50.6660,7.4196,327,418,481,21325,1700
04.11.2025 11:05:47,50.7155,7.3683,326,421,484,22125,1469
04.11.2025 11:06:06,50.7426,7.3338,317,420,483,22525,1500
04.11.2025 11:06:45,50.7967,7.2484,315,419,482,23575,1548
04.11.2025 11:07:08,50.8284,7.1983,315,422,486,24125,1217
04.11.2025 11:07:38,50.8711,7.1306,315,427,491,24650,1045
04.11.2025 11:08:04,50.9059,7.0752,315,431,496,25100,1125
04.11.2025 11:08:34,50.9480,7.0081,315,435,501,25700,1268
04.11.2025 11:09:15,51.0057,6.9160,315,435,501,26600,1331
04.11.2025 11:09:45,51.0505,6.8440,315,436,502,27275,1275
04.11.2025 11:10:15,51.0921,6.7770,315,436,502,27875,978
04.11.2025 11:10:54,51.1461,6.6899,315,441,507,28400,806
04.11.2025 11:11:35,51.2063,6.5922,315,446,513,28950,803
04.11.2025 11:12:05,51.2493,6.5222,314,448,516,29350,725
04.11.2025 11:12:35,51.2918,6.4530,314,451,519,29675,837
04.11.2025 11:13:31,51.3735,6.3191,314,451,519,30550,907
04.11.2025 11:14:01,51.4166,6.2483,314,451,519,30975,900
04.11.2025 11:14:26,51.4528,6.1886,314,450,518,31375,955
04.11.2025 11:14:45,51.4806,6.1426,314,449,517,31675,894
04.11.2025 11:15:13,51.5201,6.0772,314,448,516,32075,853
04.11.2025 11:15:43,51.5631,6.0056,314,448,516,32500,800
04.11.2025 11:16:13,51.6073,5.9320,314,448,516,32875,711
04.11.2025 11:16:40,51.6440,5.8707,314,451,519,33175,763
04.11.2025 11:17:10,51.6889,5.7954,314,448,516,33600,800
04.11.2025 11:17:40,51.7312,5.7245,314,448,516,33975,370
04.11.2025 11:18:19,51.7865,5.6312,314,445,512,34025,26
04.11.2025 11:18:37,51.8120,5.5881,314,445,512,34000,-44
04.11.2025 11:18:53,51.8346,5.5498,314,445,512,34000,0
04.11.2025 11:19:23,51.8769,5.4779,314,446,513,34000,0
04.11.2025 11:19:53,51.9208,5.4032,314,446,513,34000,0
04.11.2025 11:20:22,51.9614,5.3338,313,446,513,34000,0
04.11.2025 11:20:52,52.0050,5.2593,313,444,511,34000,0
04.11.2025 11:21:22,52.0456,5.1895,313,442,509,34000,0
04.11.2025 11:21:52,52.0875,5.1174,313,443,510,34000,0
04.11.2025 11:22:22,52.1294,5.0450,313,444,511,34000,0
04.11.2025 11:22:52,52.1717,4.9716,313,446,513,34000,0
04.11.2025 11:23:22,52.2148,4.8968,313,447,514,34000,0
04.11.2025 11:23:52,52.2565,4.8243,313,448,516,34000,0
04.11.2025 11:24:22,52.2991,4.7498,313,449,517,34000,0
04.11.2025 11:24:52,52.3409,4.6765,313,448,516,34000,0
04.11.2025 11:25:22,52.3830,4.6022,313,447,514,34000,0
04.11.2025 11:25:52,52.4250,4.5282,313,446,513,34000,0
04.11.2025 11:26:22,52.4678,4.4525,313,444,511,34000,0
04.11.2025 11:26:52,52.5103,4.3772,313,442,509,34000,0
04.11.2025 11:27:22,52.5516,4.3035,313,440,506,34000,0
04.11.2025 11:27:52,52.5906,4.2337,313,441,507,34000,0
04.11.2025 11:28:22,52.6320,4.1598,313,441,507,34000,0
04.11.2025 11:28:52,52.6738,4.0847,312,442,509,34000,0
04.11.2025 11:29:22,52.7144,4.0115,313,442,509,34000,0
04.11.2025 11:29:52,52.7565,3.9354,312,441,507,34000,0
04.11.2025 11:30:22,52.7966,3.8629,312,440,506,34000,0
04.11.2025 11:30:52,52.8383,3.7869,312,440,506,34000,0
04.11.2025 11:31:22,52.8789,3.7131,312,441,507,34000,0
04.11.2025 11:31:52,52.9201,3.6375,312,441,507,34000,0
04.11.2025 11:32:14,52.9503,3.5812,310,439,505,34000,0
04.11.2025 11:32:31,52.9681,3.5372,300,431,496,34000,0
04.11.2025 11:32:50,52.9836,3.4804,289,423,487,34000,0
04.11.2025 11:33:35,53.0078,3.3401,286,423,487,34000,0
04.11.2025 11:34:05,53.0233,3.2470,286,422,486,34000,0
04.11.2025 11:34:35,53.0384,3.1561,285,422,486,34000,0
04.11.2025 11:35:05,53.0544,3.0589,285,422,486,34000,0
04.11.2025 11:35:35,53.0695,2.9664,285,422,486,34000,0
04.11.2025 11:36:05,53.0851,2.8710,285,422,486,34000,0
04.11.2025 11:36:35,53.1003,2.7777,285,422,486,34000,0
04.11.2025 11:37:05,53.1152,2.6851,285,422,486,34000,0
04.11.2025 11:37:35,53.1301,2.5922,285,423,487,34000,0
04.11.2025 11:38:05,53.1453,2.4965,285,422,486,34000,0
04.11.2025 11:38:35,53.1608,2.3988,285,421,484,34000,0
04.11.2025 11:39:05,53.1749,2.3093,285,420,483,34000,0
04.11.2025 11:39:35,53.1894,2.2165,285,419,482,34000,0
04.11.2025 11:40:05,53.2041,2.1221,285,421,484,34000,0
04.11.2025 11:40:35,53.2186,2.0278,284,420,483,34000,50
04.11.2025 11:41:05,53.2331,1.9341,284,421,484,34050,25
04.11.2025 11:41:35,53.2476,1.8396,284,423,487,34025,-50
04.11.2025 11:42:05,53.2620,1.7444,284,424,488,34000,-25
